Book Id,ImageFile,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
50795512,,A Seca,Jane Harper,"Harper, Jane",,859279580X,9788592795801,0,04.06,Morro Branco,Paperback,368,2019,2016,,2024/10/06,"2024, currently-reading, investigação","2024 (#34), currently-reading (#3), investigação (#4)",currently-reading,,,,1,0
61393740,,"O Caminho dos Reis (Os Relatos da Guerra das Tempestades, #1)",Brandon Sanderson,"Sanderson, Brandon","Pedro Ribeiro, Paulo Afonso",6589132682,9786589132684,0,4.66,Trama,Paperback,1240,2022,2010,,2024/10/02,"2024, fantasia, currently-reading","2024 (#33), fantasia (#23), currently-reading (#2)",currently-reading,,,,1,0
18243448,,"O Olho do Mundo (A Roda do Tempo, #1)",Robert Jordan,"Jordan, Robert",Fábio Fernandes,8580573610,9788580573619,0,4.19,Intrínseca,Paperback,800,2013,1990,,2024/10/01,"2024, to-read","2024 (#32), to-read (#20)",to-read,,,,0,0
40127922,,"Outsider (Holly Gibney, #1)",Stephen        King,"King, Stephen",Regiane Winarski,8556510671,9788556510679,5,04.01,Suma,Paperback,528,2018,2018,2024/10/01,2024/09/03,"2024, stephen-king","2024 (#27), stephen-king (#11)",read,,,,1,0
199118588,,"A maldição do verdadeiro amor (Era uma vez um coração partido, #3)",Stephanie Garber,"Garber, Stephanie",Lavínia Fávero,8582357176,9788582357170,0,4.13,Gutenberg,Kindle Edition,383,2023,2023,,2024/09/30,"2024, fantasia, romance, currently-reading","2024 (#31), fantasia (#22), romance (#14), currently-reading (#1)",currently-reading,,,,1,0
64412178,,"A balada do felizes para nunca (Era uma vez um coração partido, #2)",Stephanie Garber,"Garber, Stephanie",Lavínia Fávero,8582356870,9788582356876,3,4.51,Gutenberg,Paperback,336,2023,2022,2024/09/30,2024/09/28,"2024, fantasia","2024 (#30), fantasia (#21)",read,,,,1,0
60560389,,"Era uma vez um coração partido (Era uma vez um coração partido, #1)",Stephanie Garber,"Garber, Stephanie",Lavínia Fávero,858235648X,9788582356487,3,04.06,Gutenberg,Paperback,352,2022,2021,2022/06/23,2022/06/20,"2022, romance, 2024","2022 (#21), romance (#5), 2024 (#29)",read,"Misericórdia, que livro contraditório, enrolado, confuso, mal escrito, com a protagonista fútil se escondendo atrás de pensamentos benévolos e atitudes decepcionantes.<br/>O ponto é que como ela não acredita em magia? Se tua a sua volta é mágico<br/>Como sua busca por amor a deixa tão cega que não enxerga a verdade? Se todas as provas estão na sua frente<br/><br/>Releitura....  pois é... as escolhas que ela faz são bem questionáveis, mas se assemelha o que a gente pessoas reais fariam, sempre levando pela emoção ao invés do racional. Sempre querendo ver o melhor nas pessoas e não acreditar no irracional. Então vou aumentar 1 estrela, pois entendi melhor as escolhas da nossa protagonista, antes eu estava me vendo como um observador e não me colocando bo lugar dela.",,,2,0
57772710,,O Nariz,Nikolai Gogol,"Gogol, Nikolai","Nicholas Steinmetz, Lucas Simone",658649026X,9786586490268,3,3.71,Antofágica,Hardcover,160,2021,1836,2022/12/30,2022/12/28,"2022, conto","2022 (#37), conto (#1)",read,,,,1,0
59703886,,O Encanto dos Corvos,Margaret  Rogerson,"Rogerson, Margaret",Sofia Soter,659916613X,9786599166136,1,3.65,Literalize,Hardcover,344,2021,2017,2024/09/14,2024/09/07,"2024, fantasia","2024 (#28), fantasia (#20)",read,"Uma boa história, porém muito mal escrita. Tudo se passa muito rápido,",,,1,0
179260028,,Os perigos de fumar na cama,Mariana Enríquez,"Enríquez, Mariana",Elisa Menezes,6555606630,9786555606638,3,3.81,Intrínseca,Kindle Edition,141,2023,2009,2024/09/06,2024/09/01,"2024, conto","2024 (#26), conto (#2)",read,,,,1,0
53284162,,Assassinato no Expresso do Oriente,Agatha Christie,"Christie, Agatha",Érico Assis,8595086788,9788595086784,5,4.20,HarperCollins,Hardcover,240,2020,1934,2024/09/01,2024/08/24,2024,2024 (#25),read,,,,1,0
210717287,,"Chama de Ferro (The Empyrean, #2)",Rebecca Yarros,"Yarros, Rebecca",,9897778578,9789897778575,5,4.35,Planeta,Paperback,720,2024,2023,2024/08/26,2024/05/31,"2024, fantasia","2024 (#17), fantasia (#18)",read,,,,1,0
60278869,,O Acontecimento,Annie Ernaux,"Ernaux, Annie",Isadora de Araujo Pontes,6589733554,9786589733553,5,4.32,Fósforo,Paperback,80,2022,2000,2024/08/24,2024/08/21,2024,2024 (#23),read,,,,1,0
50891762,,A corrente,Adrian McKinty,"McKinty, Adrian",,850111765X,9788501117656,3,3.79,Record,Capa comum,378,2019,2019,2024/08/21,2024/08/17,2024,2024 (#22),read,,,,1,0
204217106,,Babel: Ou a necessidade de violência,R.F. Kuang,"Kuang, R.F.",Marina Vargas,8551008994,9788551008997,4,4.17,Intrínseca,Paperback,592,2024,2022,2024/08/18,2024/07/21,"2024, fantasia","2024 (#20), fantasia (#19)",read,,,,1,0
161166874,,"Quebrando o gelo (Maple Hills, #1)",Hannah  Grace,"Grace, Hannah",Bruna Miranda,,,3,3.82,Rocco Digital,Kindle Edition,517,2023,2022,2024/08/13,2024/08/10,"2024, romance","2024 (#21), romance (#13)",read,,,,1,0
44244779,,Até o fim,Harlan Coben,"Coben, Harlan",Marcelo Mendes,8580419387,9788580419382,3,04.05,Editora Arqueiro,Paperback,272,2019,2017,2024/08/03,2024/06/26,"2024, investigação","2024 (#18), investigação (#2)",read,,,,1,0
77423318,,O Retiro,Sarah  Pearse,"Pearse, Sarah",,,9789720036278,1,3.63,Porto Editora,Paperback,392,2023,2022,2024/07/23,2024/07/07,"2024, investigação","2024 (#19), investigação (#3)",read,,,,1,0
56408407,,"A Noite das Bruxas (Hercule Poirot, #41)",Agatha Christie,"Christie, Agatha",,8595085730,9788595085732,5,3.58,HarperCollins Brasil,Hardcover,240,2020,1969,2024/04/21,2024/04/20,"2024, agathinha","2024 (#9), agathinha (#4)",read,"Já começo feliz por ter o Poirot, adoro como ele captura as frases, expressões e movimentos, e depois nos explica como isso o levou ao assassino. É fascinante perceber que, apesar de parecerem detalhes simples, tudo se encaixa perfeitamente. <br/>Mudando de assunro, um ponto que me incomodou foi a mãe deixar sua filha brincar sozinha em um jardim/floresta/matagal. Sério, acorda para a vida! Foi essa liberdade que ocasionou desfechos trágicos. ",,,1,0
57693129,,É Fácil Matar,Agatha Christie,"Christie, Agatha",Érico Assis,6555111364,9786555111361,3,3.77,HarperCollins Brasil,Hardcover,240,2021,1939,2024/04/20,2024/03/21,"2024, agathinha","2024 (#8), agathinha (#3)",read,"Começou bem, mas depois foi ladeira abaixo. Achei muitas falhas na narrativa, além de ser muito repetitivo. Você descobre o assassino basicamente na hora em que ele é apresentado, mas o detetive bobalhão fica andando em círculos. Além disso, essa paixão instantânea não acrescenta nada e só aumenta a aversão.",,,1,0
17874675,,Salem,Stephen        King,"King, Stephen",Thelma Médici Nóbrega,858105045X,9788581050454,3,4.10,Suma de Letras,Paperback,464,2013,1975,2024/06/25,2024/05/21,"2024, horror, stephen-king","2024 (#15), horror (#9), stephen-king (#10)",read,"Não esperava que a leitura de 'Salem' fosse tão lenta e cheia de clichês, lembrando muito um 'copia e cola' de Drácula. Achei Stephenie Meyer mais original que Stephen King nesta obra. O ritmo é arrastado e o primeiro capítulo é tão confuso que quase desisti de continuar lendo. A cidade é monotona e seus habitantes da não têm carisma.<br/><br/>Além disso, me incomodou o fato da garota se apaixonar pelo escritor à primeira vista. Detesto esse tipo de situação em livros. A diferença de idade entre eles é mal explicada. A descrição faz parecer que ela poderia ser menor de idade, o que é preocupante. Em algumas partes, parece ser mais jovem, em outras, as idades parecem similares, e em outras, ele parece muito mais velho.<br/><br/>Pensei que terminaria um livro de King sem nenhum arrepio, mas a parte dos homens da mudança foi a melhor, com toda a tensão bem desenvolvida. ",,,1,0
199332249,,"Quarta Asa (The Empyrean, #1)",Rebecca Yarros,"Yarros, Rebecca",,989777775X,9789897777752,5,4.57,Planeta,Paperback,520,2023,2023,2024/05/28,2024/05/24,"2024, aventura","2024 (#16), aventura (#3)",read,"Resiliência, é a palavra que define a Violet. ",,,1,0
9250473,,"O Último Olimpiano (Percy Jackson e os Olimpianos, #5)",Rick Riordan,"Riordan, Rick",Raquel Zampil,8598078905,9788598078908,5,4.55,Intrínseca,Paperback,384,2010,2009,2024/05/28,2024/05/21,"2024, fantasia","2024 (#14), fantasia (#17)",read,,,,1,0
7721068,,"A batalha do Labirinto (Percy Jackson e os Olimpianos, #4)",Rick Riordan,"Riordan, Rick",Raquel Zampil,8598078700,9788598078700,5,4.42,Intrínseca,Paperback,392,2010,2008,2024/05/21,2024/04/28,"2024, fantasia","2024 (#13), fantasia (#16)",read,,,,1,0
35186812,,Anna Kariênina,Leo Tolstoy,"Tolstoy, Leo",Rubens Figueiredo,8535929223,9788535929225,0,04.09,Companhia das Letras,Hardcover,840,2017,1878,,2024/04/28,"classic, to-read","classic (#8), to-read (#19)",to-read,,,,1,0
7174893,,"A Maldição do Titã (Percy Jackson e os Olimpianos, #3)",Rick Riordan,"Riordan, Rick",Raquel Zampil,8598078581,9788598078588,5,4.37,Intrínseca,Paperback,336,2009,2007,2024/04/28,2024/04/26,"2024, fantasia","2024 (#12), fantasia (#15)",read,,,,1,0
6642670,,"O Mar de Monstros (Percy Jackson e os Olimpianos, #2)",Rick Riordan,"Riordan, Rick",Ricardo Gouveia,8598078441,9788598078441,5,4.24,Intrínseca,Paperback,304,2009,2006,2024/04/26,2024/04/23,"2024, fantasia","2024 (#11), fantasia (#14)",read,,,,1,0
6642640,,"O Ladrão de Raios (Percy Jackson e os Olimpianos, #1)",Rick Riordan,"Riordan, Rick",Ricardo Gouveia,8598078395,9788598078397,5,4.31,Intrínseca,Paperback,387,2008,2005,2024/04/23,2024/04/21,"2024, fantasia","2024 (#10), fantasia (#13)",read,,,,1,0
23355768,,A Redoma de Vidro,Sylvia Plath,"Plath, Sylvia",Chico Mattoso,8525057940,9788525057945,5,04.06,Biblioteca Azul,Paperback,274,2014,1963,2024/04/14,2024/03/08,2024,2024 (#7),read,"Refletiu o que sinto atualmente. A pressão de ser melhor. O sentimento de não estar aproveitando as oportunidades que apareceram. Comigo aconteceu que eu não escolhi por onde ir quando terminei a faculdade, alguém decidiu por mim, o que é um dádiva isso ter acontecido, pois a forma como eu me sinto só deixaria eu parada no vazio, sem nenhum progresso.",,,1,0
17158998,Sob_a_Redoma.jpg,Sob a Redoma,Stephen        King,"King, Stephen",Maria Beatriz de Medina,,,5,3.92,Suma de Letras,Paperback,960,2012,2009,2024/03/07,2024/02/13,"2024, stephen-king","2024 (#5), stephen-king (#9)",read,,,,1,0
59830938,,"O sanatório (Detetive Elin Warner, #1)",Sarah  Pearse,"Pearse, Sarah",Marcelo Schild Arlin,6555605529,9786555605525,1,3.37,Intrínseca,Paperback,480,2022,2020,2024/02/16,2024/01/30,"2024, mistério","2024 (#3), mistério (#8)",read,"Com um cenário de isolamento em um sanatório nos Alpes Suíços, as expectativas eram altas, mas infelizmente não foram atendidas. A protagonista, uma detetive amadora com complexo de heroína, se vê diante de um assassino em um hotel isolado. Minha primeira reação seria ir atrás de uma arma, nem que fosse uma faca de pão. No entanto, a detetive parece se colocar repetidamente em situações de perigo, ignorando completamente os perigos evidentes que enfrenta. Esperava que ela aprendesse com os erros que a levaram ao afastamento da polícia e quase à morte anteriormente, como perseguir um assassino sozinha sem chamar sua equipe, mas ela repete esses mesmos erros sem hesitação.<br/>A autora deveria ter observado mais de perto procedimentos policiais, talvez assistindo a séries como Lei e Ordem, para entender que todas as evidências devem ser manipuladas corretamente para serem utilizadas em tribunal. A negligência da autora ao lidar com esse aspecto crucial me incomodou consideravelmente, especialmente porque assisto a muitos programas policiais que abordam essas questões de forma mais realista.<br/>Na conclusão, a autora optou por introduzir um motivo impactante para justificar as mortes, mas infelizmente essa escolha pareceu amadora e apressada, como se fosse uma tentativa desesperada de amarrar os fios soltos do enredo. Se ela tivesse se dedicado mais ao desenvolvimento da história do sanatório, explorando os procedimentos realizados e a lógica por trás das assinaturas, minha opinião sobre o livro seria completamente diferente. Infelizmente, o potencial latente na ambientação não foi explorado de forma satisfatória; é como se a autora tivesse em mãos um diamante bruto e não soubesse lapidá-lo, resultando em uma narrativa que não atinge seu pleno brilho.<br/>É decepcionante ver um cenário tão promissor desperdiçado dessa maneira. Se a autora tivesse investido mais tempo em pesquisa e familiarização com séries e filmes de investigação, poderia ter elevado consideravelmente a qualidade da escrita e construção do enredo. ",,,1,0
58527403,,"Magnolia Parks (Magnolia Parks Universe, #1)",Jessa Hastings,"Hastings, Jessa",,1737281198,9781737281191,2,3.73,,Kindle Edition,423,2021,2021,2024/02/15,2024/02/15,"2024, romance","2024 (#6), romance (#12)",read,,,,1,0
57010857,Depois.jpg,Depois,Stephen        King,"King, Stephen",Regiane Winarski,8556511139,9788556511133,4,3.97,Suma,Paperback,192,2021,2021,2024/02/11,2024/02/04,"2024, stephen-king","2024 (#4), stephen-king (#8)",read,"Minha expectativa era por uma narrativa mais repleta de aventuras protagonizadas pelo garoto. Ele constantemente menciona que o livro é uma história de terror, no entanto, o verdadeiro elemento de terror parece ser o próprio autor. Embora haja uma única cena de terror no desfecho da história, é insuficiente para sustentar essa promessa ao longo da obra.<br/>",TRUE,,1,1
25884621,,"Morte no Nilo (Hercule Poirot, #17)",Agatha Christie,"Christie, Agatha",Bruno Alexander,8525432024,9788525432025,5,4.12,L&PM Editores,Paperback,320,2015,1937,2022/09/06,2022/09/03,"2022, investigação","2022 (#30), investigação (#1)",read,"Não esperava ler Agatha agora, mas foi utilizado métodos subliminares vulgo Ana Lina, para a escolha da leitura coletiva. Na vdd eu fui enxerida e me meti de ler esse livro agora.<br/>Retomando a minha resenha, me surpreendi com a escrita de Agatha, não é rebuscado e é fluído, naquela famosa sentada você já finaliza ele. No início vc se assusta com a quantidade de personagens que é apresentado, mas Agatha faz conexões entre eles e repete as informações de forma que não é cansativa e que nos faz fixar todos os personagens. <br/>Gostei da forma que ela nos revela os mistérios, repassando cada momento, não deixando nenhuma ponta solta, mistérios que não são comuns, que leva não o leitor a imediatamente saber as respostas.<br/>Vou aproveitar e já deixar aqui escrito, que imaginava a resolução do crime, mas não o desfeixo.<br/>******SPOILER<br/>Pontos que me incomodaram, como é leviano para os personagens todas as mortes que acontecem ao seu redor, ninguém nem se quer grita quando aparece um cadáver no meio da sala. Gostei do fato de Hércule deixar passar alguns crimes pelo bem do casal Rosali e Tim, mas caramba deixar passar mais duas mortes não gostei dessa escolha. Além do mais, duas pessoas que agiram e assassinaram friamente, não merecem pena, me incomoda que os assassinos são tratados com todo o carinho e preocupação. Atirem pedras nesses desgraçados. ",TRUE,,1,0
45021607,,Uma mulher no escuro,Raphael Montes,"Montes, Raphael",,8535931767,9788535931761,0,4.11,Companhia das Letras,Paperback,256,2019,2019,,2024/01/09,to-read,to-read (#18),to-read,,,,0,0
52070614,,"Desaparecidos em Luz da Lua (A Passa-Espelhos, #2)",Christelle Dabos,"Dabos, Christelle",Sofia Soter,,9788592795689,5,4.44,Morro Branco,Paperback,480,2019,2015,2024/01/27,2024/01/16,"2024, fantasia, aventura","2024 (#2), fantasia (#11), aventura (#2)",read,"Minhas 5 estrelas é totalmente para Ophélie, pq o livro em si não merece essa pontuação, mas como Ophélie se tornou tão forte, corajosa e leal, dessa forma não consegui dar outra pontuação para minha estante no Goodreads. O ponto que mais desgostei foi o romance, ele não tem estrutura, como surgiu um amor aí?  é mais provável ela se apaixonar por Archibald, do que por Thorn. Não engulo esse romance, eles nem se quer conversam, ela só encontra desgosto nele, tirou ela da família e da sua Arca para ser jogada em um lugar só para sofrer e depois ser usada e descartada por causa de seus poderes. Simplesmente não tem como nascer uma amor aí. Mesmo sendo improvável, ainda tinha esperança de ser como Corte de Espinhos e Rosas, que a personagem se apaixona por outro, nesse caso seria Archibald, mas... vou ter que engolir e fingir que aceito e entendo essa paixão nada haver.<br/>Continuando... o mistério desse livro é bem fraco, tá bem na cara a conclusão, pq a escritora esfrega na nossa cara kkkkk mas tudo bem, não estou levando esse livro a serio para encarar cada nuance, só quero continuar do ladinho de Ophélie e continuar torcendo por ela. Vontade de colocar ela em um potinho.",,,1,0
40544615,,"Os Noivos do Inverno (A Passa-Espelhos, #1)",Christelle Dabos,"Dabos, Christelle",Sofia Soter,8592795389,9788592795382,5,04.02,Morro Branco,Paperback,416,2018,2013,2024/01/16,2024/01/13,"2024, fantasia, aventura","2024 (#1), fantasia (#12), aventura (#1)",read,"Inicialmente não gostei de Ophélie, tão desastrada e quieta, com a voz falha e baixa, mas depois pensei que ela me lembrava alguém. Quem? Moi-même! Então comecei a entendê-la e ser paciente com ela. <br/>Eu gostei da estrutura do livro, o mundo que foi divido em Arcas, e em cada Arca um espirito familiar que transmite poderes para seus decendentes. Todos os personagens são bem estruturados com sua personalidade (geralmente vil e mesquinha), particularidades e poderes. <br/>No inicio só passamos raiva, com família e as Decanas e simplesmente jogam Ophélie para sofrer nas mãos de um desconhecido estrangeiro, e como sofre essa garota, mas esse sofrimento fortalece Ophélia de uma forma que ela começa a ser ouvida. Outra raiva é quando descobrimos o pq de Thorn querer Ophélie, fazer ela sofrer tanto por causa de seus poderes. Enfim, foi um ótimo começo para uma saga.",,,1,0
6965986,,A Morte e a morte de Quincas Berro D'Água,Jorge Amado,"Amado, Jorge",,8535911839,9788535911831,5,3.81,Companhia Das Letras,Paperback,120,2008,1959,2023/12/31,2023/12/02,"2023, nacional","2023 (#23), nacional (#2)",read,,,,1,0
16006113,,Suicidas,Raphael Montes,"Montes, Raphael",,,9788564065574,2,4.11,Editora Benvirá,Paperback,488,2012,2012,2023/12/30,2023/12/18,2023,2023 (#25),read,"Um bando de ""aborrecentes"" trancados em um porão que decidiram de um dia para outro brincar de roleta-russa. Os aborrencentes depressivos só vão aparecendo, não tem ideal, são insignificantes, um bando de npc. <br/>A irritante que serve para retratar a gordofobia, tem um suicida que já tentou várias vezes, a gananciosa que mata o próprio irmao por dinheiro, a putinha, o necrófilo apaixonado, o milionário encubado, o Dan, o gay apaixonado e o manipulador, junta isso tudo e algo que era para ser simples como meter uma bala na cabeça, fica insuportável. Pq decidem se matar e na hora ficam se importando com detalhes supérfluos? Não vão todos morrer? então pouco importa. Só não deviam ter feito isso com a Ritinha, mulher não tem descanso nem morta, pqp.<br/>Os capítulos que narram a reunião da delegada com as mães é irrelevante, vc pode simplesmente pular todos, pq não agrega em nada, é só as mães discutindo entre elas, dizendo que os filhos são maravilhosos. <br/>O final, é bem hollywoodiano, filho manipulador que realiza seu sonho, e agora? Vai viver dentro de um buraco? Grande vitória.",TRUE,,1,0
18272907,,Alguém espia nas trevas,Mary Higgins Clark,"Clark, Mary Higgins",,,,0,3.94,Cìrculo do Livro,Hardcover,230,,1977,,2023/10/18,"2023, sebo, to-read","2023 (#17), sebo (#1), to-read (#17)",to-read,,,,0,0
123033353,,Amêndoas,Sohn Won-Pyung,"Won-Pyung, Sohn",Yonghui Qio Pan,,,2,4.16,Rocco Digital,Kindle Edition,243,2023,2017,2023/12/13,2023/12/03,2023,2023 (#24),read,"""Mas livros são silenciosos. Eles permanecem em silêncio até que alguém folheie uma página. Somente aí deságuam suas histórias, calma e completamente, sem nunca ir além do que eu posso aguentar por vez.""<br/><br/>É um livro confortável de ler, pois os capítulos são curtos, mantendo um bom ritmo. Traz um tema complexo, porém foi tratado como uma história da Disney, onde o Yunjae foi curado pelo amor. Poderia ter complementado com um romance entre Gon e Yunjae. ^_^",,,1,0
36271071,,O casal que mora ao lado,Shari Lapena,"Lapena, Shari",,8501110655,9788501110657,5,3.80,Record,Kindle Edition,288,2017,2016,2023/11/30,2023/11/28,"2023, mistério","2023 (#22), mistério (#7)",read,"Achei divertido, gostei de como os segredos foram arquitetados, fiquei aflita que a criança não voltava para casa.",,,1,0
30655625,,"A Garota dos Olhos Azuis (Flores Partidas, #0.5)",Karin Slaughter,"Slaughter, Karin",Carolina Caires Coelho,,,5,3.45,HarperCollins Brasil,Kindle Edition,68,2016,2015,2023/11/28,2023/11/18,,,read,"Foi uma experiência nova ler esse livro, pq no mesmo mês eu li sobre Julia, sobre sua morte e atrocidades que lhe acometeu, e a conheci pelos olhos de sua familia. Mas nesse livro, pegamos uns pequenos vislubres de como realmente era Julia e so quero salvá-la.",,,1,0
35439949,,"Amor & Gelato (Amor & Livros, #1)",Jenna Evans Welch,"Welch, Jenna Evans",Joana Faro,8551002341,9788551002346,5,04.04,Intrínseca,Paperback,320,2017,2016,2023/11/26,2023/11/18,"2023, romance","2023 (#21), romance (#11)",read,"Depois de ler um livro tão pesado, eu precisa de algo fofo e bobinho para balancear a maldade que consumi no livro anterior. Amor e Gelato, vende um mundo tão perfeito, kkkk, é um leitura gostosinha, vamos acompanhando Lina na descoberta dos segredos de sua mãe e só a abandonamos quando Lina sente esperança em um novo dia.",,,1,0
67739471,,Viagem ao redor do meu quarto,Xavier de Maistre,"Maistre, Xavier de","Débora Fleck, Carla Caffé, Veronica Galindez, Leda Cartum, Camila Fremder",6586490766,9786586490763,0,3.31,Antofágica,Hardcover,376,2023,1794,,2023/09/17,to-read,to-read (#16),to-read,,,,0,0
